Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,91.36,5,0.2,29692
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,130112,2,0.2,13.0112
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Technology,Phones,74.24,1,0.2,8352
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,159.84,10,0.2,45954
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,2892,2,0.7,-2.3136
First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,9392,2,0.2,3.2872
Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,123.92,4,0,55764
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,55.6,5,0.2,6255
First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,617976,3,0.2,-7.7247
Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,21312,3,0.2,7992
Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Accessories,209.94,6,0,39.8886
Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,31984,2,0.2,-7996
Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,5083.96,5,0.2,1906485
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,35.96,1,0.2,3596
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,31.05,3,0,14904
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,8.92,4,0,3.9248
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,209.6,4,0,96416
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,111.04,4,0,29.9808
Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,38.88,6,0,18.6624
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,36.27,3,0,10881
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,493.43,5,0.3,-70.49
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3475
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,686.4,2,0.2,77.22
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,15.92,5,0.2,5373
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,70.68,12,0,31.0992
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,541.24,4,0,5.4124
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,101994,2,0.7,-71.3958
Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,18264,2,0.7,-13.3936
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,21.99,5,0.8,-32985
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,185376,2,0.2,-34758
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,58924,1,0.8,-153.2024
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,480,4,0,225.6
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,34.05,3,0,9534
First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,192.72,11,0,92.5056
First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,239.97,3,0,86.3892
Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,50.12,7,0.2,-0.6265
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Technology,Phones,15984,2,0.2,1.3986
Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Paper,14352,3,0.2,4485
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,6528,4,0.7,-4.5696
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2862,3,0.7,-2.2896
Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,20856,8,0.7,-16.6848
Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,276.28,2,0,0
Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,629.64,9,0,107.0388
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,449.97,3,0,220.4853
Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,1927.59,7,0,751.7601
First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,121.78,2,0,30445
Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,2676672,9,0.2,267.6672
Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,489.23,2,0.3,41934
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,312.03,3,0,43.6842
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,17.94,3,0,3.0498
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,165.6,3,0.2,10.35
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,37.52,4,0,18.0096
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,494.97,3,0,148491
Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,25.06,2,0,11.7782
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,32064,3,0.6,-12.8256
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,18496,4,0.2,6.7048
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,191079,3,0.3,-38.2158
Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,10368,2,0.2,3.6288
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,30.53,1,0,14.0438
Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,30.84,3,0,6168
Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,75.06,9,0,33777
First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,66976,7,0.2,6.6976
Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,182.72,8,0,84.0512
Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3,0,10.3071
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Accessories,95976,3,0.2,15.5961
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Phones,143928,9,0.2,-32.3838
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,3564,2,0.7,-2.97
Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Labels,4928,2,0.2,1.7248
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,856656,6,0.2,107082
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,13184,4,0.8,-20.4352
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,48784,4,0.8,-131.7168
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,76.64,2,0.2,26824
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,18528,6,0.8,-27792
Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,177.68,2,0,46.1968
Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,159.98,2,0,57.5928
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,52.68,3,0.2,19755
Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Furniture,Furnishings,11568,3,0.2,2.6028
Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,4572,4,0.7,-3.81
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,1439968,4,0.2,143.9968
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,1728,3,0.8,-2.6784
Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,626.1,3,0.5,-538446
Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,99.2,5,0,25792
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,609.98,4,0.3,-113282
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,211372,2,0.3,-45294
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,239976,3,0.2,17.9982
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,99.95,5,0,22.9885
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,29.34,3,0,10.8558
Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,16.74,2,0,4.3524
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,12672,3,0.2,3.96
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,1119888,14,0.2,209979
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,204.85,5,0,53261
Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,135984,2,0.2,16998
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,16.4,5,0,7052
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,92.96,2,0.2,31374
Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,7632,3,0.2,-1.8126
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,4158,7,0.7,-3465
First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Machines,179991,3,0.7,-251.9874
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,239358,3,0.3,-47.8716
First Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,164.88,3,0,80.7912
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,10.95,3,0,3285
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,19.44,3,0,9.3312
Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,12.3,5,0,6.15
First Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,13.97,1,0,3.6322
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,934956,6,0.4,-249.3216
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Technology,Accessories,46864,2,0.2,7.6154
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,26.16,3,0.2,1962
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,23128,7,0.2,2891
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Appliances,59.24,5,0.2,16291
Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,155456,4,0.2,-7.7728
Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Paper,8.56,2,0,3852
First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,21,3,0.2,5775
First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,120,2,0.5,-7.2
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,299.96,5,0.2,37495
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,67.84,5,0.8,-179776
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,853.93,5,0.3,-24398
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,18688,4,0.2,3.7376
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,273.96,2,0,71.2296
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,89.97,3,0,18.8937
First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,756.8,5,0,75.68
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1248,2,0.8,-1.9344
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,72,1,0.2,14.4
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Chairs,470155,7,0.3,-13433
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,39128,1,0.2,-8.8038
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Office Supplies,Art,19728,9,0.2,1.7262
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Technology,Phones,151188,2,0.4,-25198
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Chairs,271764,2,0.1,60392
First Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,47496,1,0.2,-1.1874
Second Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Bookcases,344981,7,0.15,28.4102
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,36288,7,0.2,12.7008
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Paper,78304,2,0.2,29364
First Class,Corporate,United States,Dallas,Texas,75220,Central,Furniture,Tables,127785,1,0.3,-31.0335
First Class,Corporate,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,6104,2,0.8,-9156
Second Class,Corporate,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,5.76,2,0,2.8224
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Binders,1.72,1,0.8,-2838
Second Class,Consumer,United States,Romeoville,Illinois,60441,Central,Office Supplies,Binders,8952,2,0.8,-14.7708
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,2334,3,0.8,-6.3018
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,1728,4,0.8,-2.7648
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,159.04,5,0.6,-194824
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,145.98,2,0.5,-99.2664
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,77952,3,0.2,12.6672
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,95.97,5,0.7,-73577
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,105584,2,0.2,9.2386
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Art,9344,2,0.2,1168
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Furniture,Furnishings,9.68,2,0,3.7752
Standard Class,Corporate,United States,Springfield,Missouri,65807,Central,Technology,Copiers,4899.93,7,0,2302.9671
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,104.75,5,0,21.9975
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Accessories,18528,2,0.2,4.4004
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Tables,1875258,7,0.4,-968.8833
First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,91.36,5,0.2,29692
First Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Appliances,152.24,5,0.2,17127
First Class,Consumer,United States,Dallas,Texas,75081,Central,Technology,Phones,35184,2,0.2,12.3144
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,56704,2,0.2,19.1376
Same Day,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,274064,7,0.2,102774
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Chairs,458.43,5,0.3,-124431
Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8226,3,0.7,-6.0324
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Technology,Accessories,5.95,1,0,833
Standard Class,Corporate,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Paper,15.24,3,0,7.1628
Same Day,Consumer,United States,Spokane,Washington,99207,West,Technology,Accessories,239.94,6,0,26.3934
Same Day,Consumer,United States,Spokane,Washington,99207,West,Office Supplies,Art,23.84,8,0,6.4368
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,92.52,6,0,24.9804
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Storage,37.76,1,0,10.5728
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Labels,7.38,2,0,3.4686
Same Day,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,5.82,2,0,2.7354
Standard Class,Consumer,United States,Fairfield,Ohio,45014,East,Office Supplies,Paper,3816,1,0.2,1.1925
Standard Class,Corporate,United States,Huntsville,Alabama,35810,South,Office Supplies,Binders,26.16,4,0,12.8184
First Class,Home Office,United States,Houston,Texas,77036,Central,Technology,Accessories,100.8,2,0.2,21.42
First Class,Corporate,United States,New York City,New York,10011,East,Furniture,Furnishings,135.8,7,0,66542
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,13.9,5,0,3753
Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Envelopes,19.4,5,0,9312
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,13488,2,0.2,4.3836
Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Binders,11416,1,0.2,3.8529
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Paper,17.64,3,0,8.6436
Second Class,Consumer,United States,Pocatello,Idaho,83201,West,Office Supplies,Binders,17.04,3,0.2,5538
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Technology,Accessories,99.98,2,0,7.9984
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Furnishings,29.46,6,0,9.7218
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,166.92,13,0.7,-116844
First Class,Home Office,United States,Fort Collins,Colorado,80525,West,Furniture,Furnishings,98328,3,0.2,9.8328
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,117882,1,0.1,1.3098
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,20.97,3,0,9.0171
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,139.96,4,0,9.7972
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,37.74,3,0,12.8316
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,14.82,3,0,6.2244
Standard Class,Consumer,United States,Marlborough,Massachusetts,1752,East,Furniture,Furnishings,191.82,3,0,61.3824
Standard Class,Consumer,United States,New Rochelle,New York,10801,East,Office Supplies,Binders,13904,2,0.2,4.5188
Same Day,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Appliances,314.6,4,0,103818
Same Day,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,283.56,4,0,45.3696
Standard Class,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,487.96,2,0,146388
Standard Class,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Binders,1793.98,2,0,843.1706
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Office Supplies,Binders,2992,4,0.8,-4488
Standard Class,Consumer,United States,Quincy,Illinois,62301,Central,Technology,Accessories,108768,4,0.2,2.7192
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,25.92,4,0,12.4416
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,22.58,2,0,5.8708
Same Day,Consumer,United States,Houston,Texas,77095,Central,Technology,Phones,55176,3,0.2,-12.4146
Standard Class,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,9892.74,13,0,4946.37
Standard Class,Corporate,United States,Chandler,Arizona,85224,West,Furniture,Tables,73915,1,0.5,-45.8273
Standard Class,Consumer,United States,Hollywood,Florida,33021,South,Furniture,Furnishings,337088,4,0.2,16.8544
Second Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Appliances,61.44,3,0,16.5888
Standard Class,Corporate,United States,San Francisco,California,94122,West,Technology,Accessories,479.97,3,0,163.1898
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Binders,5984,2,0.2,2244
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,189.95,5,0,45588
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Technology,Accessories,149.95,5,0,31.4895
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Art,29.95,5,0,8.6855
Second Class,Corporate,United States,Sunnyvale,California,94086,West,Office Supplies,Labels,44.4,3,0,22.2
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Art,66.03,3,0,17.1678
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,10.86,2,0,5.3214
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,3.36,2,0,0.84
Second Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,27936,4,0.2,9.4284
Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,28784,2,0.2,2.8784
Standard Class,Consumer,United States,Santa Ana,California,92704,West,Office Supplies,Supplies,21.96,2,0,6.1488
Second Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,21.98,2,0,8.5722
First Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,2621322,11,0.1,553.3902
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,74.76,7,0,23.9232
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,364776,3,0.2,27.3582
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Tables,1115.17,7,0,334551
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Binders,89696,4,0.2,33636
First Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Labels,50.12,4,0,23.5564
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Fasteners,36.48,6,0,18.24
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,322192,13,0.2,100685
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,2946,3,0.8,-4.8609
Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,19136,4,0.2,6.9368
Standard Class,Consumer,United States,Harrisonburg,Virginia,22801,South,Technology,Accessories,23.08,2,0,6924
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,90.48,2,0,23.5248
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Furniture,Chairs,215976,3,0.2,-2.6997
Second Class,Consumer,United States,Des Moines,Washington,98198,West,Office Supplies,Envelopes,65.94,3,0,30.9918
First Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,11352,3,0.2,2.6961
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,24.56,2,0,6.8768
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Envelopes,16.56,2,0,7.7832
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Technology,Accessories,279.95,5,0,67188
Standard Class,Corporate,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,828.84,6,0,0
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,7218,3,0.7,-5.5338
First Class,Consumer,United States,Lakewood,Ohio,44107,East,Office Supplies,Supplies,27.2,4,0.2,2.04
Standard Class,Corporate,United States,Omaha,Nebraska,68104,Central,Technology,Accessories,89.97,3,0,18.8937
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,318.08,4,0,34.9888
Standard Class,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Binders,5.8,1,0,2.61
Second Class,Corporate,United States,Santa Ana,California,92704,West,Technology,Phones,143952,6,0.2,17994
Second Class,Corporate,United States,Santa Ana,California,92704,West,Office Supplies,Paper,19.44,3,0,9.3312
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Art,5.56,2,0,1.4456
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Storage,146.73,3,0,2.9346
First Class,Corporate,United States,Suffolk,Virginia,23434,South,Office Supplies,Paper,29.9,5,0,13455
Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,276784,2,0.2,89.9548
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Appliances,93032,2,0.8,-251.1864
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Chairs,454965,5,0.3,-136.4895
Standard Class,Corporate,United States,Cary,North Carolina,27511,South,Technology,Phones,246168,3,0.2,21.5397
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Storage,295.4,5,0.2,-62.7725
First Class,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Storage,348.56,8,0,104568
Second Class,Corporate,United States,Troy,Ohio,45373,East,Office Supplies,Paper,15552,3,0.2,5.4432
Second Class,Corporate,United States,Troy,Ohio,45373,East,Furniture,Bookcases,482.94,6,0.5,-376.6932
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,299.98,2,0,83.9944
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,403.68,6,0,181656
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,41.9,2,0,11732
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,28.91,7,0,13.2986
Standard Class,Consumer,United States,Bloomington,Indiana,47401,Central,Office Supplies,Paper,32.4,5,0,15552
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Phones,369544,7,0.2,27.7158
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,10368,2,0.2,3.7584
Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Technology,Accessories,791.88,3,0.2,128.6805
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Art,23.64,3,0.2,5319
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,84784,2,0.2,-16.9568
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,64.96,5,0.6,-84448
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,32.06,10,0.8,-51296
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,177648,2,0.2,-28.8678
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Machines,287.91,3,0.4,33.5895
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Supplies,22368,2,0.2,1.6776
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Paper,32368,7,0.2,11.7334
First Class,Corporate,United States,Haltom City,Texas,76117,Central,Technology,Accessories,207984,2,0.2,36.3972
First Class,Home Office,United States,Richmond,Virginia,23223,South,Office Supplies,Envelopes,36.4,5,0,17472
First Class,Home Office,United States,Richmond,Virginia,23223,South,Technology,Accessories,22.96,2,0,4.3624
